Nome;Partido;Estado;Codigo;CD01O004O008658;CD01O004O008660;CD01O006O008679;CD01O008E008686;CD01O010O008688;CD01O010O008689;CD01O010O008694;CD01O010O008695;CD01O011O008696;CD01O011O008697;CD01O011O008698;CD01O011O008699;CD01O011O008700;CD01O011O008701;CD01O011O008702;CD01O012E008703;CD01O012E008704;CD01O012E008705;CD01O013E008706;Lado;tsne-1d-one;tsne-2d-two
HAROLDO CATHEDRAL;PSD;Roraima;1;Não;Não;Sim;Não Votou;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;GOVERNO;14.909848;-0.47069523
EDIO LOPES;PR;Roraima;2;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;GOVERNO;2.7107916;0.5127747
JOENIA WAPICHANA;REDE;Roraima;3;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;OPOSIÇÃO;-12.583754;-14.545351
HIRAN GONÇALVES;PP;Roraima;4;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não Votou;Não Votou;Sim;Não;GOVERNO;-12.946534;-8.842816
JHONATAN DE JESUS;PRB;Roraima;5;Não Votou;Sim;Sim;Não Votou;Sim;Não;Não;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;GOVERNO;-9.490318;-11.445753
NICOLETTI;PSL;Roraima;6;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;23.004183;21.972624
OTACI NASCIMENTO;Solidariedade;Roraima;7;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;MINORIA;-0.32580608;-2.233975
SHÉRIDAN;PSDB;Roraima;8;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;GOVERNO;13.505197;11.626886
ANDRÉ ABDON;PP;Amapá;9;Não;Não;Sim;Não Votou;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Não Votou;Não;Sim;Não Votou;GOVERNO;14.330805;12.446673
ACÁCIO FAVACHO;PROS;Amapá;10;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;MINORIA;9.155745;-3.453191
ALINE GURGEL;PRB;Amapá;11;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não Votou;Não Votou;Não;Não;Não;GOVERNO;-4.323597;-1.964613
CAMILO CAPIBERIBE;PSB;Amapá;12;Sim;Sim;Não;Não Votou;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não Votou;OPOSIÇÃO;-29.61996;-17.221785
LEDA SADALA;Avate;Amapá;14;Não Votou;Não;Não Votou;Não;Sim;Não;Não;Não;Não;Não;Não;Não Votou;Não;Sim;Sim;Não Votou;Não;Não;Não;MINORIA;-3.2706501;-6.420952
PROFESSORA MARCIVANIA;PCdoB;Amapá;15;Sim;Não Votou;Não;Não Votou;Sim;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Obstrução;OPOSIÇÃO;-30.557335;-17.345825
VINICIUS GURGEL;PR;Amapá;16;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-6.68358;-10.312738
LUIZ CARLOS;PSDB;Amapá;17;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;14.654243;3.0042648
AIRTON FALEIRO;PT;Pará;18;Obstrução;Obstrução;Não;Obstrução;Sim;Não;Sim;Não;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Não;Obstrução;Sim;Não;Obstrução;OPOSIÇÃO;-17.494366;-22.624847
BETO FARO;PT;Pará;19;Não Votou;Obstrução;Não;Obstrução;Sim;Não;Sim;Não;Não Votou;Não;Não;Sim;Obstrução;Não;Não;Obstrução;Sim;Não;Obstrução;OPOSIÇÃO;-19.498846;-21.019201
CÁSSIO ANDRADE;PSB;Pará;20;Não Votou;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;OPOSIÇÃO;-26.724483;-15.397117
ELCIONE BARBALHO;MDB;Pará;21;Não Votou;Não;Sim;Não;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não Votou;GOVERNO;17.409939;17.898684
DELEGADO ÉDER MAURO;PSD;Pará;22;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;13.961227;19.948036
CELSO SABINO;PSDB;Pará;23;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;GOVERNO;14.047581;7.594764
CRISTIANO VALE;PR;Pará;25;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;13.450036;4.7588263
JOSÉ PRIANTE;MDB;Pará;26;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Não Votou;GOVERNO;14.50719;17.40849
EDMILSON RODRIGUES;PSOL;Pará;27;Obstrução;Obstrução;Não;Obstrução;Sim;Não;Sim;Obstrução;Obstrução;Não;Obstrução;Sim;Obstrução;Não;Não;Obstrução;Sim;Não;Não Votou;OPOSIÇÃO;-20.862253;-21.59906
EDUARDO COSTA;PTB;Pará;28;Não Votou;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não Votou;Não;Sim;Não Votou;GOVERNO;-10.413261;-9.915217
JÚNIOR FERRARI;PSD;Pará;29;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;11.86653;6.6763644
OLIVAL MARQUES;DEM;Pará;30;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;GOVERNO;17.934637;15.913137
NILSON PINTO;PSDB;Pará;31;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;10.567878;5.639606
HÉLIO LEITE;DEM;Pará;32;Não Votou;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-6.7166905;-9.244167
JOAQUIM PASSARINHO;PSD;Pará;33;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;7.5236483;10.222672
PAULO BENGTSON;PTB;Pará;34;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;GOVERNO;11.842361;11.138267
VAVÁ MARTINS;PRB;Pará;35;Não Votou;Sim;Sim;Não Votou;Sim;Não;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não Votou;GOVERNO;-6.2378817;-0.5756595
CAPITÃO ALBERTO NETO;PRB;Amazonas;36;Não;Sim;Sim;Não;Sim;Não Votou;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Não;GOVERNO;-3.355666;0.031362243
BOSCO SARAIVA;Solidariedade;Amazonas;37;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;MINORIA;5.5368047;0.8205186
ÁTILA LINS;PP;Amazonas;38;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-7.040563;-9.677634
SILAS CÂMARA;PRB;Amazonas;39;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Obstrução;Sim;Não;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Não Votou;GOVERNO;7.004449;2.3225513
DELEGADO PABLO;PSL;Amazonas;40;Não;Não;Não Votou;Não Votou;Não;Sim;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;24.92352;25.624672
JOSÉ RICARDO;PT;Amazonas;41;Obstrução;Obstrução;Não;Obstrução;Sim;Não;Sim;Não;Obstrução;Não;Não Votou;Sim;Obstrução;Não;Não;Obstrução;Sim;Não;Obstrução;OPOSIÇÃO;-19.748764;-23.164616
MARCELO RAMOS;PR;Amazonas;42;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Não;GOVERNO;-1.5980908;3.4451976
SIDNEY LEITE;PSD;Amazonas;43;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;11.706893;7.029386
EXPEDITO NETTO;PSD;Rondonia;44;Sim;Sim;Não;Não Votou;Sim;Não;Sim;Não;Não Votou;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não Votou;GOVERNO;-29.621853;-16.981092
CORONEL CHRISÓSTOMO;PSL;Rondonia;45;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;22.513453;23.917366
LUCIO MOSQUINI;MDB;Rondonia;46;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Não;Não Votou;Não;Não;Não;Sim;Não;Sim;Não Votou;Não;Sim;Não;GOVERNO;-11.136875;-4.7435493
JAQUELINE CASSOL;PP;Rondonia;47;Não;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;12.444296;2.3036327
LÉO MORAES;Podemos;Rondonia;48;Não Votou;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Não;MINORIA;0.91128975;0.5464768
MAURO NAZIF;PSB;Rondonia;49;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Sim;Sim;Não;Não;OPOSIÇÃO;-27.798796;-16.751366
SILVIA CRISTINA;PDT;Rondonia;50;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;MINORIA;-20.706242;-14.533645
MARIANA CARVALHO;PSDB;Rondonia;51;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;GOVERNO;9.51063;16.147007
JESUS SÉRGIO;PDT;Acre;52;Não Votou;Não;Não Votou;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;MINORIA;-22.277184;-14.438165
ALAN RICK;DEM;Acre;53;Não;Não;Sim;Não;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;15.407589;10.6290045
FLAVIANO MELO;MDB;Acre;54;Não;Não;Sim;Não Votou;Sim;Não;Não;Não Votou;Obstrução;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Sim;Não Votou;GOVERNO;5.292847;4.879611
MANUEL MARCOS;PRB;Acre;55;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;GOVERNO;-5.535691;-0.16289105
JÉSSICA SALES;MDB;Acre;56;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não Votou;Não;Sim;Não Votou;GOVERNO;2.515478;-4.0183315
MARA ROCHA;PSDB;Acre;57;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;10.615975;7.207725
PERPÉTUA ALMEIDA;PCdoB;Acre;58;Não Votou;Sim;Não;Não Votou;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;OPOSIÇÃO;-28.387323;-17.68673
DRA. VANDA MILANI;Solidariedade;Acre;59;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;MINORIA;-17.08447;-13.477983
CARLOS HENRIQUE GAGUIM;DEM;Tocantins;60;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;15.200554;4.5410657
DULCE MIRANDA;MDB;Tocantins;61;Não Votou;Não;Não;Não;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Obstrução;GOVERNO;16.973814;21.552132
CÉLIO MOURA;PT;Tocantins;62;Não Votou;Não Votou;Não;Abstenção;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Não;Não Votou;Sim;Não;Não Votou;OPOSIÇÃO;-13.956208;-15.637311
ELI BORGES;Solidariedade;Tocantins;63;Não;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;MINORIA;-0.22060119;-11.273031
OSIRES DAMASO;PSC;Tocantins;64;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Obstrução;GOVERNO;16.65066;5.6098633
TIAGO DIMAS;Solidariedade;Tocantins;65;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não Votou;Não;Não;Sim;Não;Sim;Não;Não;MINORIA;-17.231113;-13.291304
VICENTINHO JÚNIOR;PR;Tocantins;66;Não;Não;Sim;Não;Não Votou;Não Votou;Não;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não;Não;Sim;Não Votou;GOVERNO;20.305208;16.560314
PROFESSORA DORINHA SEABRA REZEN;DEM;Tocantins;67;Não;Não;Sim;Não;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-0.20284367;12.262887
ALUISIO MENDES;Podemos;Maranhão;68;Não;Não;Sim;Não;Não Votou;Não Votou;Sim;Sim;Não;Sim;Não;Não;Não Votou;Sim;Sim;Não;Não;Não;Obstrução;MINORIA;0.54800075;0.6827883
CLEBER VERDE;PRB;Maranhão;70;Não;Não Votou;Não Votou;Não;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;GOVERNO;12.25503;13.985566
BIRA DO PINDARÉ;PSB;Maranhão;71;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;OPOSIÇÃO;-28.34756;-17.953987
ANDRÉ FUFUCA;PP;Maranhão;72;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-7.7700696;-12.176559
EDILÁZIO JÚNIOR;PSD;Maranhão;73;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;10.3364525;5.9267397
HILDO ROCHA;MDB;Maranhão;74;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não Votou;Não;Não;Não Votou;GOVERNO;-0.9186315;5.2882967
EDUARDO BRAIDE;PMN;Maranhão;75;Não;Não;Sim;Art.;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;GOVERNO;-1.4312963;0.5013517
JOÃO MARCELO SOUZA;MDB;Maranhão;76;Não;Não;Sim;Não Votou;Sim;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;14.363215;1.1055701
GIL CUTRIM;PDT;Maranhão;77;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Obstrução;MINORIA;-21.491493;-13.481883
JOSIMAR MARANHÃOZINHO;PR;Maranhão;78;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;GOVERNO;10.748117;19.716782
JUSCELINO FILHO;DEM;Maranhão;79;Não;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;11.2160425;13.758987
JUNIOR LOURENÇO;PR;Maranhão;80;Não;Não;Não Votou;Não;Sim;Não;Não;Não Votou;Não;Não Votou;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Não Votou;GOVERNO;9.237611;0.5315154
RUBENS PEREIRA JÚNIOR;PCdoB;Maranhão;81;Não Votou;Sim;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Não;Não;Sim;Não;Não;OPOSIÇÃO;-26.907003;-20.174213
MÁRCIO JERRY;PCdoB;Maranhão;82;Sim;Sim;Não;Não Votou;Sim;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Não;Sim;Sim;Não;Não;OPOSIÇÃO;-30.173538;-18.29166
MARRECA FILHO;Patriota;Maranhão;83;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;MINORIA;13.279483;2.7263818
PASTOR GILDENEMYR;PMN;Maranhão;84;Não;Não Votou;Sim;Não;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;GOVERNO;17.460157;12.691129
PEDRO LUCAS FERNANDES;PTB;Maranhão;85;Não;Não;Não Votou;Não;Sim;Não;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;GOVERNO;11.675007;13.418177
ZÉ CARLOS;PT;Maranhão;86;Obstrução;Obstrução;Não;Não Votou;Sim;Não Votou;Sim;Não;Obstrução;Não;Não Votou;Sim;Obstrução;Não;Não;Não Votou;Sim;Não;Obstrução;OPOSIÇÃO;-19.644287;-25.103252
AJ ALBUQUERQUE;PP;Ceará;87;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Não;GOVERNO;5.503603;5.433698
CAPITÃO WAGNER;PROS;Ceará;88;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;MINORIA;-12.199392;-7.8399415
ANDRÉ FIGUEIREDO;PDT;Ceará;89;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não Votou;MINORIA;-21.790182;-13.314652
CÉLIO STUDART;PV;Ceará;90;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não Votou;MINORIA;-21.253937;-16.53816
DENIS BEZERRA;PSB;Ceará;91;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;OPOSIÇÃO;-26.048115;-15.345766
DR. JAZIEL;PR;Ceará;92;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;11.95944;6.5006514
EDUARDO BISMARCK;PDT;Ceará;93;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;MINORIA;-21.491026;-13.481822
HEITOR FREIRE;PSL;Ceará;94;Não Votou;Não Votou;Sim;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;19.567993;22.690788
IDILVAN ALENCAR;PDT;Ceará;95;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não Votou;Sim;Não;Não;MINORIA;-26.805683;-19.05958
LEÔNIDAS CRISTINO;PDT;Ceará;96;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;MINORIA;-20.67952;-12.7492695
DOMINGOS NETO;PSD;Ceará;97;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Não Votou;GOVERNO;12.615662;18.010008
LUIZIANNE LINS;PT;Ceará;98;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Obstrução;Não;Não;Não Votou;Sim;Não;Não Votou;OPOSIÇÃO;-15.603804;-17.136507
GENECIAS NORONHA;Solidariedade;Ceará;99;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;MINORIA;-22.130753;-11.359427
JÚNIOR MANO;Patriota;Ceará;100;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;MINORIA;8.094094;4.8374295
JOSÉ AIRTON CIRILO;PT;Ceará;101;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Não Votou;Não;Obstrução;Sim;Obstrução;Não;Não;Não Votou;Sim;Não;Obstrução;OPOSIÇÃO;-14.91085;-15.538875
MAURO BENEVIDES FILHO;PDT;Ceará;102;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Não;Não;MINORIA;-20.396206;-13.814744
JOSÉ GUIMARÃES;PT;Ceará;103;Obstrução;Obstrução;Não Votou;Não Votou;Sim;Não;Sim;Não;Obstrução;Não;Não;Sim;Obstrução;Não;Não;Obstrução;Não Votou;Não;Não Votou;OPOSIÇÃO;-20.528267;-18.436373
PEDRO AUGUSTO BEZERRA;PTB;Ceará;104;Não Votou;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não Votou;Não Votou;Não;Não;GOVERNO;-17.649567;-10.029982
ROBÉRIO MONTEIRO;PDT;Ceará;105;Não;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Não;Não;Sim;Não;Não;Não;Não Votou;Sim;Não;Não;MINORIA;-21.688017;-21.72812
MOSES RODRIGUES;MDB;Ceará;106;Não Votou;Não;Sim;Não;Sim;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;8.199582;11.481278
ROBERTO PESSOA;PSDB;Ceará;107;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Não;GOVERNO;11.932047;16.58672
VAIDON OLIVEIRA;PROS;Ceará;108;Não Votou;Não Votou;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;MINORIA;6.6342225;-2.2836864
